leg,sess,num,date,pub_date,page_start,page_end
1,1,1,1976-06-03,1976-06-04,1,6
1,1,2,1976-06-04,1976-06-05,7,32
1,1,3,1976-06-08,1976-06-09,33,48
1,1,4,1976-06-09,1976-06-10,49,76
1,1,5,1976-07-13,1976-07-14,77,104
1,1,6,1976-07-14,1976-07-15,105,114
1,1,7,1976-07-15,1976-07-16,115,146
1,1,8,1976-07-16,1976-07-17,147,178
1,1,9,1976-07-20,1976-07-21,179,214
1,1,10,1976-07-21,1976-07-22,215,244
1,1,11,1976-07-22,1976-07-23,245,260
1,1,12,1976-07-23,1976-07-24,261,292
1,1,13,1976-07-27,1976-07-28,293,310
1,1,14,1976-07-28,1976-07-29,311,344
1,1,15,1976-07-29,1976-07-30,345,364
1,1,16,1976-07-30,1976-07-31,365,398
1,1,17,1976-08-02,1976-08-03,399,438
1,1,18,1976-08-05,1976-08-06,439,470
1,1,19,1976-08-06,1976-08-07,471,496
1,1,20,1976-08-09,1976-08-10,497,532
1,1,21,1976-08-10,1976-08-11,533,584
1,1,22,1976-08-11,1976-08-12,585,640
1,1,23,1976-08-12,1976-08-13,641,674
1,1,24,1976-08-13,1976-08-14,675,694
1,1,25,1976-10-06,1976-10-07,695,712
1,1,26,1976-10-12,1976-10-13,713,730
1,1,27,1976-10-13,1976-10-14,731,766
1,1,28,1976-10-14,1976-10-15,767,794
1,1,29,1976-10-15,1976-10-16,795,856
1,1,30,1976-10-19,1976-10-20,857,886
1,1,31,1976-10-20,1976-10-21,887,924
1,1,32,1976-10-21,1976-10-22,925,960
1,1,33,1976-10-22,1976-10-23,961,992
1,1,34,1976-10-26,1976-10-27,993,1032
1,1,35,1976-10-27,1976-10-28,1033,1064
1,1,36,1976-10-28,1976-10-29,1065,1098
1,1,37,1976-11-09,1976-11-10,1099,1134
1,1,38,1976-11-10,1976-11-11,1135,1170
1,1,39,1976-11-16,1976-11-17,1171,1210
1,1,40,1976-11-17,1976-11-18,1211,1250
1,1,41,1976-11-18,1976-11-19,1251,1298
1,1,42,1976-11-19,1976-11-20,1299,1326
1,1,43,1976-11-23,1976-11-24,1327,1360
1,1,44,1976-11-24,1976-11-25,1361,1408
1,1,45,1976-11-25,1976-11-26,1409,1446
1,1,46,1976-11-26,1976-11-27,1447,1480
1,1,47,1976-11-29,1976-11-30,1481,1488
1,1,48,1976-11-30,1976-12-02,1489,1530
1,1,49,1976-12-02,1976-12-03,1531,1546
1,1,50,1976-12-03,1976-12-04,1547,1574
1,1,51,1976-12-09,1976-12-10,1575,1612
1,1,52,1976-12-10,1976-12-11,1613,1650
1,1,53,1976-12-14,1976-12-15,1651,1694
1,1,54,1976-12-15,1976-12-16,1695,1730
1,1,55,1976-12-16,1976-12-17,1731,1768
1,1,56,1976-12-17,1976-12-18,1769,1798
1,1,57,1976-12-21,1976-12-22,1799,1830
1,1,58,1976-12-22,1976-12-23,1831,1876
1,1,59,1976-12-26,1976-12-27,1877,1904
1,1,60,1976-12-27,1976-12-28,1905,1956
1,1,61,1976-12-28,1976-12-29,1957,2032
1,1,62,1976-12-29,1976-12-30,2033,2062
1,1,63,1976-12-30,1976-12-31,2063,2094
1,1,64,1977-01-19,1977-01-20,2095,2122
1,1,65,1977-01-20,1977-01-21,2123,2150
1,1,66,1977-01-21,1977-01-22,2151,2180
1,1,67,1977-01-25,1977-01-26,2181,2210
1,1,68,1977-01-27,1977-01-28,2211,2252
1,1,69,1977-01-28,1977-01-29,2253,2280
1,1,70,1977-02-01,1977-02-02,2281,2334
1,1,71,1977-02-03,1977-02-04,2335,2378
1,1,72,1977-02-04,1977-02-05,2379,2410
1,1,73,1977-02-08,1977-02-09,2411,2450
1,1,74,1977-02-10,1977-02-11,2451,2488
1,1,75,1977-02-11,1977-02-12,2489,2522
1,1,76,1977-02-15,1977-02-16,2523,2572
1,1,77,1977-02-17,1977-02-18,2573,2610
1,1,78,1977-02-18,1977-02-19,2611,2646
1,1,79,1977-02-24,1977-02-25,2647,2688
1,1,80,1977-02-25,1977-02-26,2689,2726
1,1,81,1977-03-01,1977-03-02,2727,2758
1,1,82,1977-03-04,1977-03-05,2759,2792
1,1,83,1977-03-08,1977-03-09,2793,2826
1,1,84,1977-03-10,1977-03-11,2827,2860
1,1,85,1977-03-11,1977-03-12,2861,2890
1,1,86,1977-03-16,1977-03-17,2893,2930
1,1,87,1977-03-17,1977-03-18,2931,3010
1,1,88,1977-03-18,1977-03-19,3011,3034
1,1,89,1977-03-22,1977-03-23,3035,3062
1,1,90,1977-03-24,1977-03-25,3063,3094
1,1,91,1977-03-25,1977-03-26,3095,3112
1,1,92,1977-03-30,1977-03-31,3113,3134
1,1,93,1977-03-31,1977-04-01,3135,3174
1,1,94,1977-04-01,1977-04-02,3175,3202
1,1,95,1977-04-03,1977-04-04,3203,3220
1,1,96,1977-04-15,1977-04-16,3221,3252
1,1,97,1977-04-19,1977-04-20,3253,3282
1,1,98,1977-04-21,1977-04-22,3283,3312
1,1,99,1977-04-22,1977-04-23,3313,3354
1,1,100,1977-04-25,1977-04-26,3355,3374
1,1,101,1977-04-26,1977-04-27,3375,3410
1,1,102,1977-04-28,1977-04-29,3411,3454
1,1,103,1977-04-29,1977-04-30,3455,3490
1,1,104,1977-05-03,1977-05-04,3491,3534
1,1,105,1977-05-05,1977-05-06,3535,3584
1,1,106,1977-05-06,1977-05-07,3585,3620
1,1,107,1977-05-10,1977-05-11,3621,3660
1,1,108,1977-05-12,1977-05-13,3661,3700
1,1,109,1977-05-13,1977-05-14,3701,3720
1,1,110,1977-05-17,1977-05-18,3721,3756
1,1,111,1977-05-19,1977-05-20,3757,3786
1,1,112,1977-05-20,1977-05-21,3787,3814
1,1,113,1977-05-26,1977-05-27,3815,3838
1,1,114,1977-05-27,1977-05-28,3839,3872
1,1,115,1977-05-31,1977-06-01,3873,3910
1,1,116,1977-06-02,1977-06-03,3911,3944
1,1,117,1977-06-03,1977-06-04,3945,3980
1,1,118,1977-06-07,1977-06-08,3981,4020
1,1,119,1977-06-14,1977-06-15,4021,4056
1,1,120,1977-06-15,1977-06-16,4057,4130
1,1,121,1977-06-27,1977-06-28,4131,4160
1,1,122,1977-06-28,1977-06-29,4161,4200
1,1,123,1977-06-29,1977-06-30,4201,4264
1,1,124,1977-06-30,1977-07-01,4265,4314
1,1,125,1977-07-01,1977-07-02,4315,4352
1,1,126,1977-07-07,1977-07-08,4353,4394
1,1,127,1977-07-08,1977-07-09,4395,4456
1,1,128,1977-07-11,1977-07-12,4457,4492
1,1,129,1977-07-12,1977-07-13,4493,4550
1,1,130,1977-07-13,1977-07-14,4551,4562
1,1,131,1977-07-18,1977-07-19,4563,4606
1,1,132,1977-07-19,1977-07-20,4607,4668
1,1,133,1977-07-20,1977-07-21,4669,4730
1,1,134,1977-07-21,1977-07-22,4731,4824
1,1,135,1977-07-25,1977-07-26,4825,4860
1,1,136,1977-07-27,1977-07-28,4861,4926
1,1,136S,1977-07-27,1977-07-28,1,34
1,1,137,1977-07-28,1977-07-29,4927,4962
1,1,138,1977-07-29,1977-07-30,4963,5058
1,1,139,1977-08-09,1977-08-10,5059,5096
1,1,140,1977-08-10,1977-08-11,5099,5184
1,1,141,1977-10-06,1977-10-07,5185,5214
1,1,142,1977-10-07,1977-10-08,5215,5250
1,1,143,1977-10-14,1977-10-15,5251,5312
1,2,1,1977-10-15,1977-10-17,1,8
1,2,2,1977-10-25,1977-10-26,9,32
1,2,3,1977-10-28,1977-10-29,33,70
1,2,4,1977-11-03,1977-11-04,71,96
1,2,5,1977-11-04,1977-11-05,97,124
1,2,6,1977-11-08,1977-11-09,125,160
1,2,7,1977-11-10,1977-11-11,161,166
1,2,8,1977-11-11,1977-11-12,167,194
1,2,9,1977-11-15,1977-11-16,195,236
1,2,10,1977-11-17,1977-11-18,237,286
1,2,11,1977-11-18,1977-11-19,287,326
1,2,12,1977-11-22,1977-11-23,327,356
1,2,13,1977-11-24,1977-11-25,357,392
1,2,14,1977-11-25,1977-11-26,393,420
1,2,15,1977-11-29,1977-11-30,421,448
1,2,16,1977-11-30,1977-12-02,449,478
1,2,17,1977-12-06,1977-12-07,479,548
1,2,18,1977-12-07,1977-12-09,549,654
1,2,19,1977-12-13,1977-12-14,655,694
1,2,20,1977-12-15,1977-12-16,695,734
1,2,21,1977-12-16,1977-12-17,735,756
1,2,22,1977-12-20,1977-12-21,757,794
1,2,23,1977-12-21,1977-12-22,795,834
1,2,24,1978-01-03,1978-01-04,835,866
1,2,25,1978-01-05,1978-01-06,867,902
1,2,26,1978-01-10,1978-01-11,903,944
1,2,27,1978-01-11,1978-01-12,945,976
1,2,28,1978-01-12,1978-01-13,977,1010
1,2,29,1978-01-17,1978-01-18,1011,1036
1,2,30,1978-01-18,1978-01-19,1037,1068
1,2,31,1978-01-19,1978-01-20,1069,1102
1,2,32,1978-01-24,1978-01-25,1103,1138
1,2,33,1978-01-26,1978-01-27,1139,1166
1,2,34,1978-01-31,1978-02-01,1167,1184
1,2,35,1978-02-02,1978-02-03,1185,1216
1,2,36,1978-02-08,1978-02-09,1217,1262
1,2,37,1978-02-09,1978-02-10,1263,1320
1,2,38,1978-02-10,1978-02-11,1321,1392
1,2,39,1978-02-11,1978-02-13,1393,1510
1,2,40,1978-02-16,1978-02-17,1511,1538
1,2,41,1978-02-22,1978-02-23,1539,1576
1,2,42,1978-02-23,1978-02-24,1577,1612
1,2,43,1978-02-27,1978-02-28,1613,1618
1,2,44,1978-02-28,1978-03-01,1619,1654
1,2,45,1978-03-01,1978-03-02,1655,1684
1,2,46,1978-03-02,1978-03-03,1685,1706
1,2,47,1978-03-07,1978-03-08,1707,1740
1,2,48,1978-03-08,1978-03-09,1741,1776
1,2,49,1978-03-09,1978-03-10,1777,1830
1,2,50,1978-03-14,1978-03-15,1831,1862
1,2,51,1978-03-15,1978-03-16,1863,1902
1,2,52,1978-03-16,1978-03-17,1903,1940
1,2,53,1978-03-28,1978-03-29,1941,1960
1,2,54,1978-03-29,1978-03-30,1961,1996
1,2,55,1978-03-30,1978-03-31,1997,2024
1,2,56,1978-04-04,1978-04-05,2025,2064
1,2,57,1978-04-05,1978-04-06,2065,2098
1,2,58,1978-04-06,1978-04-07,2099,2154
1,2,59,1978-04-07,1978-04-08,2155,2206
1,2,60,1978-04-11,1978-04-12,2207,2258
1,2,61,1978-04-12,1978-04-13,2259,2322
1,2,62,1978-04-13,1978-04-14,2323,2398
1,2,63,1978-04-18,1978-04-19,2399,2430
1,2,64,1978-04-20,1978-04-21,2431,2454
1,2,65,1978-04-25,1978-04-26,2455,2474
1,2,66,1978-04-26,1978-04-27,2475,2498
1,2,67,1978-04-27,1978-04-28,2499,2524
1,2,68,1978-05-02,1978-05-03,2525,2562
1,2,69,1978-05-04,1978-05-05,2563,2594
1,2,70,1978-05-05,1978-05-06,2595,2630
1,2,71,1978-05-09,1978-05-10,2631,2662
1,2,72,1978-05-11,1978-05-12,2663,2688
1,2,73,1978-05-12,1978-05-13,2689,2702
1,2,74,1978-05-16,1978-05-17,2703,2732
1,2,75,1978-05-18,1978-05-19,2733,2750
1,2,76,1978-05-19,1978-05-20,2751,2774
1,2,77,1978-05-23,1978-05-24,2775,2802
1,2,78,1978-05-24,1978-05-26,2803,2840
1,2,79,1978-05-30,1978-05-31,2841,2870
1,2,80,1978-06-01,1978-06-01,2871,2914
1,2,81,1978-06-01,1978-06-02,2915,2962
1,2,82,1978-06-02,1978-06-03,2963,2988
1,2,83,1978-06-06,1978-06-07,2989,3026
1,2,84,1978-06-07,1978-06-08,3027,3074
1,2,85,1978-06-07,1978-06-09,3075,3122
1,2,86,1978-06-09,1978-06-12,3123,3164
1,2,87,1978-06-12,1978-06-14,3165,3216
1,2,88,1978-06-14,1978-06-15,3217,3258
1,2,89,1978-06-15,1978-06-16,3259,3354
1,2,90,1978-07-20,1978-07-21,3355,3362
1,2,91,1978-08-22,1978-08-23,3363,3376
1,2,92,1978-08-29,1978-08-30,3377,3394
1,2,93,1978-09-05,1978-09-06,3395,3422
1,2,94,1978-09-06,1978-09-07,3423,3450
1,2,95,1978-09-07,1978-09-08,3451,3476
1,2,96,1978-09-11,1978-09-12,3477,3526
1,2,97,1978-09-12,1978-09-13,3527,3590
1,2,98,1978-09-13,1978-09-14,3591,3658
1,2,99,1978-09-14,1978-09-15,3659,3704
1,2,100,1978-10-02,1978-10-03,3705,3720
1,2,101,1978-10-10,1978-10-11,3721,3748
1,2,102,1978-10-11,1978-10-12,3749,3780
1,3,1,1978-10-17,1978-10-18,1,38
1,3,2,1978-10-19,1978-10-20,39,58
1,3,3,1978-10-24,1978-10-25,59,94
1,3,4,1978-10-26,1978-10-27,95,136
1,3,5,1978-10-30,1978-10-31,137,156
1,3,6,1978-10-31,1978-11-02,157,176
1,3,7,1978-11-07,1978-11-08,177,210
1,3,8,1978-11-09,1978-11-10,211,242
1,3,9,1978-11-14,1978-11-15,243,274
1,3,10,1978-11-16,1978-11-17,275,314
1,3,11,1978-11-21,1978-11-22,315,348
1,3,12,1978-11-23,1978-11-24,349,366
1,3,13,1978-12-04,1978-12-05,367,386
1,3,14,1978-12-06,1978-12-07,387,438
1,3,15,1978-12-07,1978-12-09,439,512
1,3,16,1978-12-11,1978-12-12,513,576
1,3,17,1978-12-12,1978-12-13,577,616
1,3,18,1978-12-13,1978-12-14,617,634
1,3,19,1978-12-19,1978-12-20,635,690
1,3,20,1978-12-21,1978-12-22,691,728
1,3,21,1979-01-09,1979-01-10,729,756
1,3,22,1979-01-11,1979-01-12,757,788
1,3,23,1979-01-16,1979-01-17,789,820
1,3,24,1979-01-18,1979-01-19,821,872
1,3,25,1979-01-23,1979-01-24,873,878
1,3,26,1979-01-25,1979-01-26,879,914
1,3,27,1979-01-30,1979-01-31,915,948
1,3,28,1979-02-01,1979-02-02,949,984
1,3,29,1979-02-06,1979-02-07,985,1012
1,3,30,1979-02-08,1979-02-09,1013,1044
1,3,31,1979-02-13,1979-02-14,1035,1070
1,3,32,1979-02-15,1979-02-16,1071,1108
1,3,33,1979-02-20,1979-02-21,1109,1140
1,3,34,1979-02-22,1979-02-23,1141,1176
1,3,35,1979-03-06,1979-03-07,1177,1212
1,3,36,1979-03-08,1979-03-09,1213,1258
1,3,37,1979-03-13,1979-03-14,1259,1288
1,3,38,1979-03-15,1979-03-16,1289,1332
1,3,39,1979-03-19,1979-03-20,1333,1358
1,3,40,1979-03-20,1979-03-21,1359,1410
1,3,41,1979-03-21,1979-03-22,1411,1472
1,3,42,1979-03-22,1979-03-23,1473,1522
1,3,43,1979-03-27,1979-03-28,1523,1554
1,3,44,1979-03-29,1979-03-30,1555,1584
1,3,45,1979-04-02,1979-04-03,1585,1616
1,3,46,1979-04-03,1979-04-04,1617,1646
1,3,47,1979-04-04,1979-04-05,1647,1698
1,3,48,1979-04-17,1979-04-18,1699,1730
1,3,49,1979-04-18,1979-04-19,1731,1774
1,3,50,1979-04-19,1979-04-20,1775,1802
1,3,51,1979-04-24,1979-04-26,1805,1836
1,3,52,1979-04-25,1979-04-26,1837,1858
1,3,53,1979-04-26,1979-04-27,1859,1884
1,3,54,1979-05-02,1979-05-03,1885,1908
1,3,55,1979-05-03,1979-05-04,1909,1932
1,3,56,1979-05-08,1979-05-09,1933,1968
1,3,57,1979-05-09,1979-05-10,1969,2012
1,3,58,1979-05-10,1979-05-11,2013,2064
1,3,59,1979-05-15,1979-05-16,2065,2102
1,3,60,1979-05-16,1979-05-17,2103,2150
1,3,61,1979-05-17,1979-05-18,2151,2200
1,3,62,1979-05-18,1979-05-19,2201,2224
1,3,63,1979-05-22,1979-05-23,2225,2256
1,3,64,1979-05-23,1979-05-24,2257,2298
1,3,65,1979-05-24,1979-05-25,2299,2354
1,3,66,1979-05-25,1979-05-26,2355,2374
1,3,67,1979-05-28,1979-05-29,2377,2414
1,3,68,1979-05-29,1979-05-30,2415,2454
1,3,69,1979-05-30,1979-05-31,2455,2526
1,3,70,1979-06-04,1979-06-05,2527,2534
1,3,71,1979-06-05,1979-06-06,2535,2626
1,3,72,1979-06-06,1979-06-07,2627,2674
1,3,73,1979-06-07,1979-06-08,2675,2690
1,3,74,1979-06-12,1979-06-13,2691,2736
1,3,75,1979-06-15,1979-06-16,2737,2822
1,3,76,1979-06-26,1979-06-27,2823,2860
1,3,77,1979-06-28,1979-06-29,2861,2910
1,3,78,1979-07-03,1979-07-04,2911,2948
1,3,79,1979-07-04,1979-07-05,2949,2988
1,3,80,1979-07-05,1979-07-06,2989,3038
1,3,81,1979-07-10,1979-07-11,3039,3072
1,3,82,1979-07-11,1979-07-12,3073,3102
1,3,83,1979-07-12,1979-07-13,3103,3154
1,3,84,1979-07-13,1979-07-14,3155,3178
1,3,85,1979-07-17,1979-07-18,3179,3210
1,3,86,1979-07-18,1979-07-19,3211,3244
1,3,87,1979-07-19,1979-07-20,3245,3304
1,3,88,1979-07-20,1979-07-21,3305,3334
1,3,89,1979-07-23,1979-07-24,3335,3366
1,3,90,1979-07-24,1979-07-26,3367,3424
1,3,91,1979-07-26,1979-07-27,3425,3482
1,3,92,1979-07-27,1979-07-28,3483,3582
1,3,93,1979-08-13,1979-08-14,3583,3604
1,3,94,1979-08-16,1979-08-17,3605,3672
1,3,95,1979-08-17,1979-08-18,3673,3746
1,3,96,1979-08-18,1979-08-20,3747,3786
1,3,97,1979-08-28,1979-08-29,3787,3802
1,3,98,1979-08-30,1979-08-31,3803,3864
1,3,99,1979-08-31,1979-09-01,3865,3914
1,4,1,1980-01-03,1980-01-04,1,24
1,4,2,1980-01-08,1980-01-09,25,36
1,4,3,1980-01-10,1980-01-11,37,46
1,4,4,1980-01-11,1980-01-12,47,78
1,4,5,1980-01-15,1980-01-16,79,162
1,4,6,1980-01-16,1980-01-17,163,242
1,4,7,1980-01-17,1980-01-18,243,292
1,4,8,1980-01-18,1980-01-19,293,344
1,4,9,1980-01-23,1980-01-24,345,374
1,4,10,1980-01-24,1980-01-25,375,388
1,4,11,1980-01-29,1980-01-30,389,420
1,4,12,1980-01-31,1980-02-01,421,454
1,4,13,1980-02-05,1980-02-06,455,494
1,4,14,1980-02-07,1980-02-08,495,552
1,4,15,1980-02-12,1980-02-13,553,598
1,4,16,1980-02-14,1980-02-15,599,636
1,4,17,1980-02-15,1980-02-16,637,662
1,4,18,1980-02-21,1980-02-22,663,702
1,4,19,1980-02-22,1980-02-23,703,730
1,4,20,1980-02-26,1980-02-27,731,840
1,4,21,1980-02-28,1980-02-29,841,888
1,4,22,1980-02-29,1980-03-01,889,920
1,4,23,1980-03-03,1980-03-04,921,966
1,4,24,1980-03-04,1980-03-05,967,1028
1,4,25,1980-03-05,1980-03-06,1029,1078
1,4,26,1980-03-06,1980-03-07,1079,1126
1,4,27,1980-03-11,1980-03-12,1127,1162
1,4,28,1980-03-13,1980-03-14,1163,1194
1,4,29,1980-03-18,1980-03-19,1195,1226
1,4,30,1980-03-20,1980-03-21,1227,1264
1,4,31,1980-03-25,1980-03-26,1265,1306
1,4,32,1980-03-27,1980-03-28,1307,1354
1,4,33,1980-03-28,1980-03-29,1355,1380
1,4,34,1980-04-08,1980-04-09,1381,1424
1,4,35,1980-04-10,1980-04-11,1425,1458
1,4,36,1980-04-11,1980-04-12,1459,1482
1,4,37,1980-04-14,1980-04-15,1481,1526
1,4,38,1980-04-15,1980-04-16,1527,1562
1,4,39,1980-04-17,1980-04-18,1563,1588
1,4,40,1980-04-18,1980-04-19,1589,1614
1,4,41,1980-04-22,1980-04-23,1615,1648
1,4,42,1980-04-24,1980-04-26,1649,1680
1,4,43,1980-04-25,1980-04-26,1681,1706
1,4,44,1980-04-28,1980-04-29,1707,1744
1,4,45,1980-04-29,1980-04-30,1745,1834
1,4,46,1980-04-30,1980-05-02,1835,1916
1,4,47,1980-05-06,1980-05-07,1917,2020
1,4,48,1980-05-08,1980-05-09,2021,2084
1,4,49,1980-05-09,1980-05-10,2085,2118
1,4,50,1980-05-13,1980-05-14,2119,2232
1,4,51,1980-05-15,1980-05-16,2233,2272
1,4,52,1980-05-16,1980-05-17,2273,2300
1,4,53,1980-05-20,1980-05-21,2301,2340
1,4,54,1980-05-21,1980-05-22,2341,2384
1,4,55,1980-05-22,1980-05-23,2385,2440
1,4,56,1980-05-23,1980-05-24,2441,2474
1,4,57,1980-05-27,1980-05-28,2475,2526
1,4,58,1980-05-28,1980-05-29,2527,2588
1,4,59,1980-05-29,1980-05-30,2589,2644
1,4,60,1980-05-30,1980-05-31,2645,2708
1,4,61,1980-06-02,1980-06-03,2707,2764
1,4,62,1980-06-03,1980-06-04,2765,2836
1,4,63,1980-06-05,1980-06-06,2837,2910
1,4,64,1980-06-11,1980-06-12,2911,2958
1,4,65,1980-06-13,1980-06-14,2959,3032
1,4,66,1980-06-19,1980-06-20,3033,3088
1,4,67,1980-06-20,1980-06-21,3089,3136
1,4,68,1980-06-23,1980-06-24,3137,3210
1,4,69,1980-06-24,1980-06-25,3211,3342
1,4,70,1980-06-25,1980-06-26,3343,3390
1,4,71,1980-06-26,1980-06-27,3391,3486
1,4,72,1980-06-27,1980-06-28,3487,3640
1,4,73,1980-07-15,1980-07-16,3641,3646
2,1,1,1980-11-13,1980-11-14,1,16
2,1,2,1980-11-18,1980-11-19,17,22
2,1,3,1980-11-19,1980-11-20,23,52
2,1,4,1980-11-20,1980-11-21,53,106
2,1,5,1980-11-21,1980-11-22,107,148
2,1,6,1980-11-25,1980-11-26,149,174
2,1,7,1980-11-26,1980-11-27,175,232
2,1,8,1980-12-03,1980-12-04,233,264
2,1,9,1980-12-10,1980-12-11,265,280
2,1,10,1980-12-11,1980-12-12,281,306
2,1,11,1980-12-17,1980-12-18,307,338
2,1,12,1980-12-18,1980-12-19,339,368
2,1,13,1981-01-06,1981-01-07,369,398
2,1,14,1981-01-08,1981-01-09,399,444
2,1,15,1981-01-09,1981-01-10,445,466
2,1,16,1981-01-14,1981-01-15,467,478
2,1,17,1981-01-15,1981-01-16,489,528
2,1,18,1981-01-16,1981-01-17,527,558
2,1,19,1981-01-20,1981-01-21,559,630
2,1,20,1981-01-21,1981-01-22,631,696
2,1,21,1981-01-22,1981-01-23,697,764
2,1,22,1981-01-27,1981-01-28,765,803
2,1,23,1981-01-29,1981-01-30,803,839
2,1,24,1981-01-30,1981-01-31,841,866
2,1,25,1981-02-02,1981-02-03,867,872
2,1,26,1981-02-03,1981-02-04,873,911
2,1,27,1981-02-05,1981-02-06,911,944
2,1,28,1981-02-10,1981-02-11,945,978
2,1,29,1981-02-12,1981-02-13,979,1017
2,1,30,1981-02-13,1981-02-14,1017,1040
2,1,31,1981-02-17,1981-02-18,1041,1076
2,1,32,1981-02-19,1981-02-20,1077,1114
2,1,33,1981-02-20,1981-02-21,1115,1140
2,1,34,1981-02-26,1981-02-27,1141,1168
2,1,35,1981-02-27,1981-02-28,1169,1194
2,1,36,1981-03-05,1981-03-06,1195,1246
2,1,37,1981-03-06,1981-03-07,1247,1272
2,1,38,1981-03-10,1981-03-11,1273,1304
2,1,39,1981-03-12,1981-03-13,1305,1354
2,1,40,1981-03-13,1981-03-14,1355,1386
2,1,41,1981-03-17,1981-03-18,1387,1422
2,1,42,1981-03-19,1981-03-20,1423,1466
2,1,43,1981-03-20,1981-03-21,1469,1506
2,1,44,1981-03-23,1981-03-24,1507,1574
2,1,45,1981-03-24,1981-03-25,1575,1651
2,1,46,1981-03-25,1981-03-26,1653,1734
2,1,47,1981-03-26,1981-03-27,1735,1780
2,1,48,1981-03-31,1981-04-01,1781,1828
2,1,49,1981-04-01,1981-04-02,1829,1898
2,1,50,1981-04-02,1981-04-03,1899,1936
2,1,51,1981-04-09,1981-04-10,1937,1976
2,1,52,1981-04-10,1981-04-11,1977,2004
2,1,53,1981-04-21,1981-04-22,2005,2048
2,1,54,1981-04-23,1981-04-24,2049,2086
2,1,55,1981-04-24,1981-04-25,2087,2114
2,1,56,1981-04-25,1981-04-27,2115,2140
2,1,57,1981-04-28,1981-04-29,2141,2176
2,1,58,1981-04-30,1981-05-02,2177,2216
2,1,59,1981-05-05,1981-05-06,2217,2264
2,1,60,1981-05-06,1981-05-07,2265,2336
2,1,61,1981-05-07,1981-05-08,2337,2384
2,1,62,1981-05-12,1981-05-13,2385,2430
2,1,63,1981-05-13,1981-05-14,2431,2450
2,1,64,1981-05-14,1981-05-15,2451,2486
2,1,65,1981-05-15,1981-05-16,2487,2514
2,1,66,1981-05-19,1981-05-20,2515,2562
2,1,67,1981-05-20,1981-05-21,2563,2596
2,1,68,1981-05-21,1981-05-22,2597,2670
2,1,69,1981-05-22,1981-05-23,2671,2700
2,1,70,1981-05-26,1981-05-27,2701,2748
2,1,71,1981-05-27,1981-05-28,2749,2784
2,1,72,1981-05-28,1981-05-29,2785,2846
2,1,73,1981-05-29,1981-05-30,2847,2876
2,1,74,1981-06-02,1981-06-03,2877,2916
2,1,75,1981-06-03,1981-06-04,2917,2946
2,1,76,1981-06-04,1981-06-05,2947,3006
2,1,77,1981-06-05,1981-06-06,3007,3046
2,1,78,1981-06-08,1981-06-09,3047,3102
2,1,79,1981-06-09,1981-06-11,3103,3140
2,1,80,1981-06-11,1981-06-12,3141,3190
2,1,81,1981-06-12,1981-06-13,3193,3222
2,1,82,1981-06-15,1981-06-16,3223,3264
2,1,83,1981-06-16,1981-06-17,3265,3312
2,1,84,1981-06-17,1981-06-19,3313,3338
2,1,85,1981-06-22,1981-06-23,3339,3386
2,1,86,1981-06-23,1981-06-24,3387,3450
2,1,87,1981-06-25,1981-06-26,3451,3502
2,1,88,1981-06-26,1981-06-27,3503,3558
2,1,89,1981-06-29,1981-06-30,3559,3608
2,1,90,1981-06-30,1981-07-01,3609,3748
2,1,91,1981-07-07,1981-07-08,3749,3790
2,1,92,1981-07-08,1981-07-09,3791,3866
2,1,93,1981-07-09,1981-07-10,3867,3934
2,1,94,1981-09-14,1981-09-15,3935,3974
2,1,95,1981-09-16,1981-09-17,3975,4068
2,1,96,1981-09-17,1981-09-18,4067,4156
2,1,97,1981-09-18,1981-09-19,4157,4236
2,1,98,1981-10-12,1981-10-13,4237,4282
2,1,99,1981-10-13,1981-10-14,4283,4318
2,2,1,1981-10-15,1981-10-16,1,44
2,2,2,1981-10-16,1981-10-17,45,66
2,2,3,1981-10-20,1981-10-21,67,122
2,2,4,1981-10-22,1981-10-23,123,150
2,2,5,1981-10-23,1981-10-24,151,170
2,2,6,1981-10-27,1981-10-28,171,200
2,2,7,1981-10-29,1981-10-30,201,230
2,2,8,1981-10-30,1981-10-31,231,254
2,2,9,1981-11-03,1981-11-04,255,294
2,2,10,1981-11-05,1981-11-06,295,324
2,2,11,1981-11-06,1981-11-07,325,352
2,2,12,1981-11-10,1981-11-11,353,400
2,2,13,1981-11-12,1981-11-13,401,436
2,2,14,1981-11-13,1981-11-14,437,460
2,2,15,1981-11-17,1981-11-18,461,496
2,2,16,1981-11-19,1981-11-20,497,558
2,2,17,1981-11-20,1981-11-21,559,600
2,2,18,1981-11-24,1981-11-25,601,638
2,2,19,1981-11-26,1981-11-27,639,686
2,2,20,1981-11-27,1981-11-28,687,710
2,2,21,1981-12-02,1981-12-03,711,746
2,2,22,1981-12-03,1981-12-04,747,782
2,2,23,1981-12-09,1981-12-10,783,816
2,2,24,1981-12-10,1981-12-11,817,856
2,2,25,1981-12-11,1981-12-12,857,882
2,2,26,1981-12-12,1981-12-14,883,890
2,2,27,1981-12-14,1981-12-15,891,988
2,2,28,1981-12-15,1981-12-16,989,1068
2,2,29,1981-12-16,1981-12-17,1069,1096
2,2,30,1981-12-17,1981-12-18,1097,1142
2,2,31,1981-12-18,1981-12-19,1143,1284
2,2,32,1981-12-20,1981-12-21,1285,1302
2,2,33,1982-01-05,1982-01-06,1303,1346
